filename,width,height,class,xmin,ymin,xmax,ymax
maggi0474.jpg,480,640,maggi,151,132,325,354
sardines0202.jpg,480,640,sardine,115,246,257,493
whitechia0262.jpg,480,640,whitechia,203,119,363,367
whitechia0653.jpg,480,640,whitechia,207,174,336,239
maggi0623.jpg,480,640,maggi,185,183,350,416
jasminetea0453.jpg,480,640,jasminetea,219,241,301,311
cookingoil0253.jpg,480,640,cookingoil,216,178,258,310
tomatosoup0690.jpg,480,640,tomatosoup,128,110,420,547
tomatosoup0397.jpg,480,640,tomatosoup,130,206,273,433
jasminetea0003.jpg,480,640,jasminetea,289,268,427,402
cookingoil0082.jpg,480,640,cookingoil,184,116,309,554
tomatosoup0475.jpg,480,640,tomatosoup,171,151,338,318
jasminetea0042.jpg,480,640,jasminetea,139,244,275,352
cookingoil0038.jpg,480,640,cookingoil,206,228,270,421
soap0382.jpg,480,640,soap,104,220,364,441
toothpaste0068.jpg,480,640,toothpaste,211,191,295,480
cookingoil0226.jpg,480,640,cookingoil,253,174,294,302
soap0177.jpg,480,640,soap,169,221,313,333
soap0297.jpg,480,640,soap,118,308,342,452
soap0410.jpg,480,640,soap,145,257,279,406
whitechia0425.jpg,480,640,whitechia,213,136,290,255
cookingoil0282.jpg,480,640,cookingoil,203,191,247,319
jasminetea0575.jpg,480,640,jasminetea,188,196,266,326
cookingoil0276.jpg,480,640,cookingoil,206,193,249,321
cookingoil0066.jpg,480,640,cookingoil,190,147,310,561
jasminetea0504.jpg,480,640,jasminetea,227,262,300,339
maggi0382.jpg,480,640,maggi,139,98,395,407
cookingoil0368.jpg,480,640,cookingoil,194,253,349,307
toothpaste0179.jpg,480,640,toothpaste,209,131,315,447
whitechia0708.jpg,480,640,whitechia,184,277,310,328
jasminetea0364.jpg,480,640,jasminetea,94,155,415,430
maggi0492.jpg,480,640,maggi,119,201,361,397
soap0186.jpg,480,640,soap,163,281,335,385
toothpaste0211.jpg,480,640,toothpaste,166,198,284,486
whitechia0144.jpg,480,640,whitechia,68,124,395,506
cookingoil0705.jpg,480,640,cookingoil,105,277,356,384
cookingoil0445.jpg,480,640,cookingoil,154,245,231,368
jasminetea0035.jpg,480,640,jasminetea,199,245,336,346
soap0035.jpg,480,640,soap,178,183,385,356
sardines0351.jpg,480,640,sardine,190,263,289,335
whitechia0423.jpg,480,640,whitechia,207,130,290,251
tomatosoup0663.jpg,480,640,tomatosoup,112,183,355,562
toothpaste0357.jpg,480,640,toothpaste,71,288,358,377
maggi0114.jpg,480,640,maggi,63,178,257,416
tomatosoup0084.jpg,480,640,tomatosoup,155,185,343,449
sardines0063.jpg,480,640,sardine,173,312,266,464
whitechia0136.jpg,480,640,whitechia,105,124,376,477
sardines0534.jpg,480,640,sardine,163,263,255,415
toothpaste0005.jpg,480,640,toothpaste,183,184,291,459
toothpaste0529.jpg,480,640,toothpaste,45,323,362,442
tomatosoup0107.jpg,480,640,tomatosoup,173,169,355,436
maggi0101.jpg,480,640,maggi,186,256,362,479
whitechia0029.jpg,480,640,whitechia,176,262,298,423
sardines0359.jpg,480,640,sardine,163,258,273,331
whitechia0621.jpg,480,640,whitechia,169,207,333,279
toothpaste0370.jpg,480,640,toothpaste,128,313,453,405
tomatosoup0538.jpg,480,640,tomatosoup,163,136,361,318
sardines0252.jpg,480,640,sardine,215,288,255,357
soap0355.jpg,480,640,soap,145,238,310,335
jasminetea0260.jpg,480,640,jasminetea,145,305,211,423
tomatosoup0440.jpg,480,640,tomatosoup,151,116,308,365
tomatosoup0461.jpg,480,640,tomatosoup,180,147,378,318
toothpaste0097.jpg,480,640,toothpaste,186,146,303,535
sardines0068.jpg,480,640,sardine,165,292,260,440
cookingoil0411.jpg,480,640,cookingoil,211,251,369,347
toothpaste0111.jpg,480,640,toothpaste,210,219,312,523
tomatosoup0573.jpg,480,640,tomatosoup,166,228,307,399
cookingoil0480.jpg,480,640,cookingoil,146,234,422,341
jasminetea0347.jpg,480,640,jasminetea,103,156,381,424
toothpaste0113.jpg,480,640,toothpaste,206,208,311,526
cookingoil0075.jpg,480,640,cookingoil,201,144,321,564
cookingoil0466.jpg,480,640,cookingoil,114,262,264,372
cookingoil0122.jpg,480,640,cookingoil,130,78,301,588
maggi0310.jpg,480,640,maggi,174,242,354,479
soap0219.jpg,480,640,soap,147,285,346,397
tomatosoup0691.jpg,480,640,tomatosoup,125,107,420,546
cookingoil0503.jpg,480,640,cookingoil,130,225,301,349
toothpaste0129.jpg,480,640,toothpaste,149,144,282,552
jasminetea0403.jpg,480,640,jasminetea,219,286,299,352
whitechia0609.jpg,480,640,whitechia,176,181,254,334
sardines0526.jpg,480,640,sardine,183,266,273,414
whitechia0006.jpg,480,640,whitechia,249,245,329,383
maggi0543.jpg,480,640,maggi,158,165,389,359
cookingoil0433.jpg,480,640,cookingoil,192,234,291,361
toothpaste0098.jpg,480,640,toothpaste,193,131,318,533
toothpaste0485.jpg,480,640,toothpaste,3,326,313,434
soap0221.jpg,480,640,soap,138,275,330,390
sardines0523.jpg,480,640,sardine,192,267,283,423
maggi0570.jpg,480,640,maggi,151,216,338,382
sardines0210.jpg,480,640,sardine,244,305,288,376
jasminetea0469.jpg,480,640,jasminetea,203,253,285,320
cookingoil0362.jpg,480,640,cookingoil,221,256,380,313
cookingoil0420.jpg,480,640,cookingoil,219,235,362,346
cookingoil0165.jpg,480,640,cookingoil,226,144,305,354
soap0207.jpg,480,640,soap,137,218,308,307
cookingoil0603.jpg,480,640,cookingoil,102,155,369,261
whitechia0311.jpg,480,640,whitechia,203,16,292,254
toothpaste0030.jpg,480,640,toothpaste,158,195,268,517
sardines0115.jpg,480,640,sardine,133,229,246,416
maggi0149.jpg,480,640,maggi,83,191,297,452
tomatosoup0400.jpg,480,640,tomatosoup,115,205,261,432
tomatosoup0609.jpg,480,640,tomatosoup,1,263,283,560
tomatosoup0431.jpg,480,640,tomatosoup,137,147,308,403
jasminetea0046.jpg,480,640,jasminetea,158,243,296,359
maggi0410.jpg,480,640,maggi,117,215,320,471
toothpaste0138.jpg,480,640,toothpaste,205,221,307,524
whitechia0734.jpg,480,640,whitechia,188,247,291,311
toothpaste0181.jpg,480,640,toothpaste,212,148,314,454
soap0040.jpg,480,640,soap,132,220,341,378
cookingoil0091.jpg,480,640,cookingoil,174,94,301,545
tomatosoup0039.jpg,480,640,tomatosoup,174,169,322,393
toothpaste0336.jpg,480,640,toothpaste,124,267,401,394
soap0405.jpg,480,640,soap,102,280,260,415
whitechia0393.jpg,480,640,whitechia,206,149,281,276
whitechia0067.jpg,480,640,whitechia,328,143,417,299
toothpaste0177.jpg,480,640,toothpaste,207,68,325,416
sardines0488.jpg,480,640,sardine,193,322,316,534
sardines0175.jpg,480,640,sardine,202,176,336,411
soap0306.jpg,480,640,soap,108,283,325,431
jasminetea0255.jpg,480,640,jasminetea,160,304,228,427
soap0400.jpg,480,640,soap,173,274,338,387
tomatosoup0676.jpg,480,640,tomatosoup,79,134,366,573
jasminetea0096.jpg,480,640,jasminetea,246,249,364,387
tomatosoup0010.jpg,480,640,tomatosoup,169,161,301,371
whitechia0563.jpg,480,640,whitechia,199,162,255,313
toothpaste0438.jpg,480,640,toothpaste,167,250,307,397
soap0188.jpg,480,640,soap,164,256,342,359
soap0017.jpg,480,640,soap,168,241,326,324
maggi0485.jpg,480,640,maggi,169,232,393,420
maggi0575.jpg,480,640,maggi,152,226,327,422
maggi0118.jpg,480,640,maggi,103,203,288,441
toothpaste0042.jpg,480,640,toothpaste,205,138,305,472
sardines0172.jpg,480,640,sardine,189,287,256,401
soap0487.jpg,480,640,soap,96,223,389,567
soap0182.jpg,480,640,soap,161,257,320,362
toothpaste0011.jpg,480,640,toothpaste,162,235,255,513
tomatosoup0491.jpg,480,640,tomatosoup,110,119,348,313
cookingoil0384.jpg,480,640,cookingoil,191,264,337,317
toothpaste0059.jpg,480,640,toothpaste,86,78,219,519
toothpaste0224.jpg,480,640,toothpaste,215,282,346,590
sardines0458.jpg,480,640,sardine,80,327,269,486
tomatosoup0684.jpg,480,640,tomatosoup,91,113,383,551
whitechia0392.jpg,480,640,whitechia,209,148,284,274
cookingoil0355.jpg,480,640,cookingoil,222,256,378,313
whitechia0151.jpg,480,640,whitechia,90,155,359,505
maggi0538.jpg,480,640,maggi,109,198,318,397
soap0505.jpg,480,640,soap,54,151,456,424
maggi0169.jpg,480,640,maggi,125,235,362,532
cookingoil0258.jpg,480,640,cookingoil,217,191,259,316
toothpaste0558.jpg,480,640,toothpaste,112,219,391,449
tomatosoup0001.jpg,480,640,tomatosoup,136,159,269,370
toothpaste0323.jpg,480,640,toothpaste,90,256,386,360
toothpaste0355.jpg,480,640,toothpaste,106,265,394,357
sardines0423.jpg,480,640,sardine,154,313,351,485
soap0257.jpg,480,640,soap,97,225,292,306
soap0249.jpg,480,640,soap,196,285,366,358
jasminetea0471.jpg,480,640,jasminetea,183,243,268,314
jasminetea0296.jpg,480,640,jasminetea,186,216,334,359
jasminetea0029.jpg,480,640,jasminetea,210,271,342,378
toothpaste0231.jpg,480,640,toothpaste,179,165,293,472
whitechia0576.jpg,480,640,whitechia,197,142,255,301
tomatosoup0390.jpg,480,640,tomatosoup,175,77,331,318
sardines0051.jpg,480,640,sardine,220,322,305,465
cookingoil0261.jpg,480,640,cookingoil,211,185,254,317
soap0353.jpg,480,640,soap,148,234,318,334
tomatosoup0074.jpg,480,640,tomatosoup,131,183,306,429
soap0105.jpg,480,640,soap,200,210,350,347
jasminetea0162.jpg,480,640,jasminetea,248,240,356,354
sardines0023.jpg,480,640,sardine,168,311,281,513
soap0271.jpg,480,640,soap,134,190,333,275
tomatosoup0364.jpg,480,640,tomatosoup,128,138,304,401
jasminetea0600.jpg,480,640,jasminetea,201,228,285,351
maggi0499.jpg,480,640,maggi,112,184,386,413
toothpaste0554.jpg,480,640,toothpaste,139,261,416,449
soap0321.jpg,480,640,soap,128,333,417,526
soap0156.jpg,480,640,soap,134,213,321,328
tomatosoup0672.jpg,480,640,tomatosoup,109,148,389,573
cookingoil0316.jpg,480,640,cookingoil,159,122,304,565
cookingoil0589.jpg,480,640,cookingoil,81,151,293,315
cookingoil0304.jpg,480,640,cookingoil,194,120,323,523
sardines0114.jpg,480,640,sardine,134,228,245,414
whitechia0749.jpg,480,640,whitechia,185,245,330,317
tomatosoup0098.jpg,480,640,tomatosoup,112,158,299,434
toothpaste0159.jpg,480,640,toothpaste,207,203,295,442
jasminetea0192.jpg,480,640,jasminetea,163,269,288,367
soap0457.jpg,480,640,soap,189,230,304,398
tomatosoup0322.jpg,480,640,tomatosoup,170,88,328,320
cookingoil0329.jpg,480,640,cookingoil,138,41,289,549
jasminetea0148.jpg,480,640,jasminetea,132,222,266,352
tomatosoup0163.jpg,480,640,tomatosoup,181,207,309,405
jasminetea0228.jpg,480,640,jasminetea,119,262,218,373
jasminetea0273.jpg,480,640,jasminetea,158,290,256,410
sardines0279.jpg,480,640,sardine,219,298,262,372
maggi0524.jpg,480,640,maggi,88,192,434,493
soap0029.jpg,480,640,soap,129,211,278,318
tomatosoup0477.jpg,480,640,tomatosoup,173,139,351,308
soap0354.jpg,480,640,soap,147,238,315,339
jasminetea0103.jpg,480,640,jasminetea,214,255,310,389
whitechia0105.jpg,480,640,whitechia,172,172,269,339
jasminetea0321.jpg,480,640,jasminetea,138,235,224,392
toothpaste0506.jpg,480,640,toothpaste,66,329,437,461
jasminetea0076.jpg,480,640,jasminetea,115,222,222,354
maggi0489.jpg,480,640,maggi,149,222,383,411
cookingoil0375.jpg,480,640,cookingoil,210,274,363,331
toothpaste0579.jpg,480,640,toothpaste,160,170,335,570
tomatosoup0238.jpg,480,640,tomatosoup,176,138,310,315
tomatosoup0565.jpg,480,640,tomatosoup,168,246,325,386
whitechia0162.jpg,480,640,whitechia,160,159,321,483
tomatosoup0435.jpg,480,640,tomatosoup,125,130,299,390
tomatosoup0067.jpg,480,640,tomatosoup,143,207,320,452
toothpaste0237.jpg,480,640,toothpaste,196,156,317,506
whitechia0523.jpg,480,640,whitechia,188,154,242,305
soap0026.jpg,480,640,soap,122,228,274,327
cookingoil0281.jpg,480,640,cookingoil,202,186,247,319
soap0199.jpg,480,640,soap,161,236,332,315
cookingoil0187.jpg,480,640,cookingoil,185,158,272,372
toothpaste0573.jpg,480,640,toothpaste,136,184,321,576
jasminetea0138.jpg,480,640,jasminetea,153,234,276,369
maggi0212.jpg,480,640,maggi,131,221,367,516
soap0125.jpg,480,640,soap,209,229,370,327
sardines0173.jpg,480,640,sardine,195,292,262,410
maggi0568.jpg,480,640,maggi,152,219,337,374
whitechia0192.jpg,480,640,whitechia,194,76,340,335
soap0411.jpg,480,640,soap,142,250,273,398
maggi0604.jpg,480,640,maggi,212,172,338,352
whitechia0355.jpg,480,640,whitechia,194,187,281,305
jasminetea0203.jpg,480,640,jasminetea,144,270,271,373
jasminetea0489.jpg,480,640,jasminetea,187,225,272,290
cookingoil0592.jpg,480,640,cookingoil,75,161,314,305
maggi0271.jpg,480,640,maggi,153,187,324,405
whitechia0502.jpg,480,640,whitechia,222,147,282,316
maggi0034.jpg,480,640,maggi,163,234,352,469
sardines0395.jpg,480,640,sardine,190,287,282,372
maggi0503.jpg,480,640,maggi,122,214,361,416
soap0078.jpg,480,640,soap,127,298,296,373
sardines0003.jpg,480,640,sardine,202,254,321,469
tomatosoup0543.jpg,480,640,tomatosoup,191,190,356,305
sardines0094.jpg,480,640,sardine,216,267,326,446
sardines0180.jpg,480,640,sardine,199,212,328,440
jasminetea0293.jpg,480,640,jasminetea,183,214,330,358
tomatosoup0393.jpg,480,640,tomatosoup,116,215,260,441
jasminetea0037.jpg,480,640,jasminetea,184,240,321,346
whitechia0032.jpg,480,640,whitechia,170,256,292,418
cookingoil0517.jpg,480,640,cookingoil,110,179,300,326
whitechia0064.jpg,480,640,whitechia,336,136,419,295
jasminetea0361.jpg,480,640,jasminetea,114,164,410,415
sardines0491.jpg,480,640,sardine,215,316,346,533
cookingoil0431.jpg,480,640,cookingoil,199,233,309,359
whitechia0111.jpg,480,640,whitechia,161,147,238,311
cookingoil0599.jpg,480,640,cookingoil,50,154,317,274
whitechia0321.jpg,480,640,whitechia,258,197,323,304
whitechia0688.jpg,480,640,whitechia,179,161,355,236
jasminetea0214.jpg,480,640,jasminetea,142,268,265,377
sardines0038.jpg,480,640,sardine,136,260,251,469
toothpaste0083.jpg,480,640,toothpaste,220,215,323,516
tomatosoup0584.jpg,480,640,tomatosoup,85,252,259,439
tomatosoup0415.jpg,480,640,tomatosoup,148,138,308,390
whitechia0766.jpg,480,640,whitechia,181,223,353,289
jasminetea0269.jpg,480,640,jasminetea,186,293,275,408
sardines0171.jpg,480,640,sardine,186,280,255,395
soap0058.jpg,480,640,soap,92,256,270,424
sardines0043.jpg,480,640,sardine,242,297,324,432
tomatosoup0414.jpg,480,640,tomatosoup,161,138,317,388
whitechia0386.jpg,480,640,whitechia,214,160,297,285
jasminetea0348.jpg,480,640,jasminetea,109,164,389,430
tomatosoup0398.jpg,480,640,tomatosoup,120,207,264,433
jasminetea0588.jpg,480,640,jasminetea,164,233,227,347
toothpaste0202.jpg,480,640,toothpaste,222,123,325,457
whitechia0166.jpg,480,640,whitechia,161,152,299,489
cookingoil0133.jpg,480,640,cookingoil,130,81,284,538
maggi0078.jpg,480,640,maggi,98,172,410,488
soap0171.jpg,480,640,soap,234,194,389,374
toothpaste0489.jpg,480,640,toothpaste,28,315,320,453
maggi0494.jpg,480,640,maggi,117,170,373,383
whitechia0774.jpg,480,640,whitechia,232,160,344,428
whitechia0172.jpg,480,640,whitechia,141,162,251,466
toothpaste0164.jpg,480,640,toothpaste,227,188,321,446
maggi0355.jpg,480,640,maggi,133,112,379,402
cookingoil0119.jpg,480,640,cookingoil,141,63,304,577
soap0301.jpg,480,640,soap,19,316,253,475
sardines0212.jpg,480,640,sardine,245,305,289,374
cookingoil0508.jpg,480,640,cookingoil,155,207,290,343
sardines0021.jpg,480,640,sardine,175,312,299,536
tomatosoup0507.jpg,480,640,tomatosoup,173,127,397,282
toothpaste0016.jpg,480,640,toothpaste,161,229,269,524
whitechia0206.jpg,480,640,whitechia,139,54,362,335
maggi0646.jpg,480,640,maggi,76,122,442,542
whitechia0247.jpg,480,640,whitechia,162,75,275,370
sardines0323.jpg,480,640,sardine,243,285,329,371
jasminetea0086.jpg,480,640,jasminetea,242,254,377,381
toothpaste0226.jpg,480,640,toothpaste,205,234,323,540
tomatosoup0362.jpg,480,640,tomatosoup,140,144,309,405
tomatosoup0599.jpg,480,640,tomatosoup,106,301,300,456
whitechia0193.jpg,480,640,whitechia,184,75,341,334
tomatosoup0101.jpg,480,640,tomatosoup,135,160,318,428
cookingoil0290.jpg,480,640,cookingoil,180,57,283,403
jasminetea0420.jpg,480,640,jasminetea,183,274,269,344
jasminetea0562.jpg,480,640,jasminetea,188,182,278,316
soap0167.jpg,480,640,soap,177,212,355,385
sardines0401.jpg,480,640,sardine,153,291,270,376
cookingoil0302.jpg,480,640,cookingoil,201,103,324,496
cookingoil0491.jpg,480,640,cookingoil,190,235,443,348
soap0232.jpg,480,640,soap,214,92,359,239
sardines0183.jpg,480,640,sardine,219,226,347,454
sardines0564.jpg,480,640,sardine,209,250,293,389
soap0445.jpg,480,640,soap,24,254,350,473
cookingoil0207.jpg,480,640,cookingoil,196,155,275,364
jasminetea0206.jpg,480,640,jasminetea,139,274,266,381
toothpaste0583.jpg,480,640,toothpaste,153,112,323,527
sardines0390.jpg,480,640,sardine,235,300,303,381
cookingoil0419.jpg,480,640,cookingoil,226,234,375,346
toothpaste0415.jpg,480,640,toothpaste,181,274,402,421
tomatosoup0702.jpg,480,640,tomatosoup,97,75,379,495
whitechia0619.jpg,480,640,whitechia,160,206,331,286
sardines0014.jpg,480,640,sardine,157,271,268,477
tomatosoup0639.jpg,480,640,tomatosoup,119,113,429,530
soap0086.jpg,480,640,soap,117,259,301,328
whitechia0378.jpg,480,640,whitechia,216,177,297,293
cookingoil0645.jpg,480,640,cookingoil,247,159,349,398
jasminetea0376.jpg,480,640,jasminetea,110,163,401,431
toothpaste0061.jpg,480,640,toothpaste,188,164,291,433
tomatosoup0013.jpg,480,640,tomatosoup,162,169,291,380
whitechia0585.jpg,480,640,whitechia,197,141,250,292
maggi0178.jpg,480,640,maggi,91,186,366,523
cookingoil0110.jpg,480,640,cookingoil,121,53,278,582
soap0135.jpg,480,640,soap,186,169,344,300
soap0337.jpg,480,640,soap,167,252,333,354
tomatosoup0445.jpg,480,640,tomatosoup,173,110,324,352
sardines0095.jpg,480,640,sardine,224,246,342,438
cookingoil0694.jpg,480,640,cookingoil,122,299,352,376
sardines0328.jpg,480,640,sardine,242,255,322,344
toothpaste0180.jpg,480,640,toothpaste,196,137,300,446
jasminetea0198.jpg,480,640,jasminetea,121,273,245,370
jasminetea0274.jpg,480,640,jasminetea,149,289,249,410
jasminetea0519.jpg,480,640,jasminetea,228,260,283,342
soap0431.jpg,480,640,soap,127,174,322,283
maggi0613.jpg,480,640,maggi,156,177,304,397
cookingoil0549.jpg,480,640,cookingoil,165,224,403,316
toothpaste0176.jpg,480,640,toothpaste,211,81,327,424
whitechia0499.jpg,480,640,whitechia,230,148,292,311
whitechia0332.jpg,480,640,whitechia,295,175,368,288
cookingoil0044.jpg,480,640,cookingoil,192,232,251,423
soap0377.jpg,480,640,soap,88,294,315,444
tomatosoup0185.jpg,480,640,tomatosoup,191,194,302,365
cookingoil0434.jpg,480,640,cookingoil,190,236,284,362
maggi0341.jpg,480,640,maggi,92,156,319,436
maggi0493.jpg,480,640,maggi,107,187,353,390
soap0159.jpg,480,640,soap,126,163,323,305
soap0296.jpg,480,640,soap,142,306,361,446
toothpaste0272.jpg,480,640,toothpaste,134,40,300,488
cookingoil0209.jpg,480,640,cookingoil,187,150,267,362
tomatosoup0121.jpg,480,640,tomatosoup,125,92,317,364
soap0179.jpg,480,640,soap,146,237,301,347
whitechia0508.jpg,480,640,whitechia,219,157,281,322
toothpaste0470.jpg,480,640,toothpaste,37,237,312,414
sardines0380.jpg,480,640,sardine,258,335,331,415
soap0233.jpg,480,640,soap,209,147,347,295
jasminetea0047.jpg,480,640,jasminetea,161,249,301,364
sardines0229.jpg,480,640,sardine,260,304,301,377
sardines0076.jpg,480,640,sardine,285,281,372,424
soap0079.jpg,480,640,soap,103,294,279,368
cookingoil0132.jpg,480,640,cookingoil,146,81,300,546
whitechia0729.jpg,480,640,whitechia,190,247,312,306
tomatosoup0171.jpg,480,640,tomatosoup,171,201,294,389
jasminetea0355.jpg,480,640,jasminetea,136,194,436,416
maggi0415.jpg,480,640,maggi,69,196,277,459
cookingoil0460.jpg,480,640,cookingoil,105,257,243,377
maggi0032.jpg,480,640,maggi,105,167,331,438
jasminetea0388.jpg,480,640,jasminetea,65,171,379,431
jasminetea0597.jpg,480,640,jasminetea,191,236,268,355
cookingoil0707.jpg,480,640,cookingoil,103,277,345,388
toothpaste0046.jpg,480,640,toothpaste,142,101,259,487
sardines0017.jpg,480,640,sardine,201,300,316,511
whitechia0080.jpg,480,640,whitechia,287,185,406,337
sardines0301.jpg,480,640,sardine,212,279,251,340
soap0102.jpg,480,640,soap,213,188,348,323
jasminetea0473.jpg,480,640,jasminetea,185,245,267,310
soap0441.jpg,480,640,soap,86,293,371,479
jasminetea0291.jpg,480,640,jasminetea,190,213,333,360
whitechia0120.jpg,480,640,whitechia,180,88,340,457
tomatosoup0374.jpg,480,640,tomatosoup,173,110,329,357
cookingoil0477.jpg,480,640,cookingoil,100,231,287,317
whitechia0084.jpg,480,640,whitechia,274,190,392,336
soap0334.jpg,480,640,soap,202,252,370,359
maggi0077.jpg,480,640,maggi,89,187,404,502
tomatosoup0653.jpg,480,640,tomatosoup,132,150,377,533
toothpaste0594.jpg,480,640,toothpaste,145,164,312,610
jasminetea0315.jpg,480,640,jasminetea,123,216,238,380
tomatosoup0442.jpg,480,640,tomatosoup,163,112,316,359
tomatosoup0474.jpg,480,640,tomatosoup,169,159,328,326
cookingoil0676.jpg,480,640,cookingoil,161,301,369,391
maggi0162.jpg,480,640,maggi,141,198,360,473
soap0013.jpg,480,640,soap,143,236,301,338
tomatosoup0453.jpg,480,640,tomatosoup,178,59,338,313
cookingoil0361.jpg,480,640,cookingoil,222,257,384,314
jasminetea0058.jpg,480,640,jasminetea,160,244,298,371
cookingoil0090.jpg,480,640,cookingoil,178,96,308,546
toothpaste0256.jpg,480,640,toothpaste,200,36,372,483
toothpaste0085.jpg,480,640,toothpaste,201,215,303,522
toothpaste0474.jpg,480,640,toothpaste,168,279,384,446
soap0428.jpg,480,640,soap,126,180,326,303
jasminetea0101.jpg,480,640,jasminetea,225,251,334,393
tomatosoup0695.jpg,480,640,tomatosoup,112,83,407,526
jasminetea0448.jpg,480,640,jasminetea,165,251,252,331
whitechia0574.jpg,480,640,whitechia,196,149,252,303
whitechia0673.jpg,480,640,whitechia,201,159,334,232
soap0372.jpg,480,640,soap,105,283,327,447
jasminetea0424.jpg,480,640,jasminetea,180,264,261,331
sardines0338.jpg,480,640,sardine,229,232,328,327
sardines0406.jpg,480,640,sardine,139,298,263,377
cookingoil0536.jpg,480,640,cookingoil,70,198,353,314
cookingoil0024.jpg,480,640,cookingoil,239,226,299,418
maggi0267.jpg,480,640,maggi,97,185,286,415
sardines0002.jpg,480,640,sardine,199,252,320,471
maggi0409.jpg,480,640,maggi,125,214,325,470
jasminetea0027.jpg,480,640,jasminetea,219,275,355,381
toothpaste0119.jpg,480,640,toothpaste,181,169,269,536
soap0506.jpg,480,640,soap,61,154,452,410
jasminetea0288.jpg,480,640,jasminetea,121,260,238,372
soap0072.jpg,480,640,soap,130,320,307,400
soap0085.jpg,480,640,soap,130,262,310,329
sardines0339.jpg,480,640,sardine,229,233,331,326
toothpaste0449.jpg,480,640,toothpaste,110,247,342,365
soap0370.jpg,480,640,soap,109,272,326,439
maggi0633.jpg,480,640,maggi,63,153,423,565
cookingoil0347.jpg,480,640,cookingoil,270,249,423,310
tomatosoup0666.jpg,480,640,tomatosoup,143,172,401,568
soap0302.jpg,480,640,soap,101,301,328,453
jasminetea0060.jpg,480,640,jasminetea,153,243,292,373
toothpaste0173.jpg,480,640,toothpaste,245,95,353,427
toothpaste0457.jpg,480,640,toothpaste,153,257,360,416
jasminetea0152.jpg,480,640,jasminetea,128,221,259,342
toothpaste0010.jpg,480,640,toothpaste,183,232,278,505
tomatosoup0517.jpg,480,640,tomatosoup,151,147,387,303
maggi0313.jpg,480,640,maggi,156,234,346,481
toothpaste0099.jpg,480,640,toothpaste,176,135,304,539
whitechia0674.jpg,480,640,whitechia,207,161,338,233
whitechia0298.jpg,480,640,whitechia,183,87,326,320
jasminetea0040.jpg,480,640,jasminetea,150,243,283,352
tomatosoup0654.jpg,480,640,tomatosoup,134,148,379,529
jasminetea0435.jpg,480,640,jasminetea,198,249,278,314
toothpaste0015.jpg,480,640,toothpaste,179,231,278,513
tomatosoup0587.jpg,480,640,tomatosoup,99,247,287,427
